PostNumber,DiseaseId,DiseaseName,SymptomId,SymptomName,TreatmentId,TreatmentName,DrugId,DrugName,BodypartId,BodypartName
4542,,,,,,,,,C1281590,Entire head
4545,C3280240,MICROCEPHALY| EPILEPSY| AND DIABETES SYNDROME,,,,,,,,
4545,,,C0557875,Tired,,,,,,
4547,C1868649,PANIC DISORDER 1,,,,,,,,
4547,,,C0917801,Sleeplessness,,,,,,
4547,,,,,C0474166,Medical counseling,,,,
4550,C0035258,Restless Legs Syndrome,,,,,,,,
4551,C0034069,Pulmonary Fibrosis,,,,,,,,
4553,C0034069,Pulmonary Fibrosis,,,,,,,,
4553,,,,,C0024128,Lung Transplantation,,,,
4553,,,,,,,,,C0024109,Lung
4556,C0034069,Pulmonary Fibrosis,,,,,,,,
4557,C0034069,Pulmonary Fibrosis,,,,,,,,
4558,C0034069,Pulmonary Fibrosis,,,,,,,,
4558,,,,,,,,,C0018787,Heart
4558,,,,,,,,,C0024109,Lung
4559,C0034069,Pulmonary Fibrosis,,,,,,,,
4559,,,C0557875,Tired,,,,,,
4560,C0034069,Pulmonary Fibrosis,,,,,,,,
4560,,,,,,,,,C0205042,Coronary artery
4561,C0034069,Pulmonary Fibrosis,,,,,,,,
4561,,,C0013404,Dyspnea,,,,,,
4562,C0034069,Pulmonary Fibrosis,,,,,,,,
4562,,,C0015672,Fatigue,,,,,,
4562,,,,,C1522704,Exercise Pain Management,,,,
4562,,,,,C0087111,Therapeutic procedure,,,,
4563,C0034069,Pulmonary Fibrosis,,,,,,,,
4564,C1800706,Idiopathic Pulmonary Fibrosis,,,,,,,,
4565,C0034069,Pulmonary Fibrosis,,,,,,,,
4565,,,,,C0038903,Pulmonary Surgical Procedures,,,,
4565,,,,,,,,,C1278908,Entire lung
4566,C0034069,Pulmonary Fibrosis,,,,,,,,
4566,,,C0043144,Wheezing,,,,,,
4566,,,C0850149,Dry cough,,,,,,
4566,,,C0010200,Coughing,,,,,,
4566,,,C0013404,Dyspnea,,,,,,
4567,C0034069,Pulmonary Fibrosis,,,,,,,,
4567,,,C0221423,Illness (finding),,,,,,
4567,,,,,C0087111,Therapeutic procedure,,,,
4568,C0034069,Pulmonary Fibrosis,,,,,,,,
4569,C0034069,Pulmonary Fibrosis,,,,,,,,
4569,,,C0850149,Dry cough,,,,,,
4569,,,C0013404,Dyspnea,,,,,,
4569,,,,,C0184633,Oxygen Therapy Care,,,,
4569,,,,,C0199529,Pulmonary rehabilitation (procedure),,,,
4569,,,,,C1959633,Spatial guidance for medical procedure,,,,
4570,C0034069,Pulmonary Fibrosis,,,,,,,,
4570,,,C0013404,Dyspnea,,,,,,
4571,C0034069,Pulmonary Fibrosis,,,,,,,,
4571,,,,,C0087111,Therapeutic procedure,,,,
4572,C0034069,Pulmonary Fibrosis,,,,,,,,
4573,C0034069,Pulmonary Fibrosis,,,,,,,,
4573,,,,,C3814046,PAD Regimen,,,,
4573,,,,,C0087111,Therapeutic procedure,,,,
4574,C0009450,Communicable Diseases,,,,,,,,
4574,,,C0010200,Coughing,,,,,,
4575,C0034069,Pulmonary Fibrosis,,,,,,,,
4575,,,,,C0040732,Transplantation,,,,
4575,,,,,C0024128,Lung Transplantation,,,,
4575,,,,,,,,,C0024109,Lung
4575,,,,,,,,,C1281591,Entire face
4576,C0016038,Fibroelastosis,,,,,,,,
4577,C0034069,Pulmonary Fibrosis,,,,,,,,
4577,,,C0742339,chest heaviness,,,,,,
4577,,,C0683369,Clouded consciousness,,,,,,
4577,,,,,C1513378,Modest-Temperature Hyperthermia,,,,
4577,,,,,,,,,C0018826,Heart Valves
4578,C0034069,Pulmonary Fibrosis,,,,,,,,
4578,,,C0518214,Perceived quality of life,,,,,,
4578,,,C0557875,Tired,,,,,,
4578,,,C0033774,Pruritus,,,,,,
4578,,,C0085624,Burning sensation,,,,,,
4578,,,C0010200,Coughing,,,,,,
4578,,,C0030193,Pain,,,,,,
4578,,,C0013404,Dyspnea,,,,,,
4578,,,C0234233,Sore to touch,,,,,,
4578,,,,,C3687832,DRUGS,,,,
4578,,,,,C1519433,Special Diet Therapy,,,,
4578,,,,,C0013216,Pharmacotherapy,,,,
4578,,,,,,,,,C0039983,Structure of thoracic nerve
4578,,,,,,,,,C1995013,Set of muscles
4578,,,,,,,,,C0016976,Gallbladder
4578,,,,,,,,,C0024109,Lung
4578,,,,,,,,,C1269001,Entire gallbladder
4578,,,,,,,,,C0038293,Sternum
4579,C0034069,Pulmonary Fibrosis,,,,,,,,
4579,,,,,C0152277,Incision and drainage,,,,
4579,,,,,C0087111,Therapeutic procedure,,,,
4580,C0021400,Influenza,,,,,,,,
4581,C0009450,Communicable Diseases,,,,,,,,
4581,,,C0085624,Burning sensation,,,,,,
4581,,,,,,,,,C1278920,Entire stomach
4581,,,,,,,,,C0699819,Gut
4582,C1800706,Idiopathic Pulmonary Fibrosis,,,,,,,,
4582,,,C0013404,Dyspnea,,,,,,
4586,C0042029,Urinary tract infection,,,,,,,,
4586,,,C0024031,Low Back Pain,,,,,,
4589,C0238157,Benign hematuria,,,,,,,,
4589,,,,,,,,,C0030797,Pelvis
4589,,,,,,,,,C1281573,Entire bladder
4593,C0027743,Nerve compression syndrome,,,,,,,,
4593,,,C0231218,Malaise,,,,,,
4593,,,C0037763,Spasm,,,,,,
4593,,,C0085624,Burning sensation,,,,,,
4593,,,C0030193,Pain,,,,,,
4593,,,C0004604,Back Pain,,,,,,
4593,,,,,C0184958,Toilet procedure,,,,
4593,,,,,C1522704,Exercise Pain Management,,,,
4593,,,,,,,,,C1281573,Entire bladder
4593,,,,,,,,,C0022646,Kidney
4596,C0010692,Cystitis,,,,,,,,
4596,,,C0221423,Illness (finding),,,,,,
4596,,,C0234230,Pain| Burning,,,,,,
4596,,,C0030193,Pain,,,,,,
4596,,,,,C0439631,Primary operation,,,,
4596,,,,,,,,,C0041951,Ureter
4596,,,,,,,,,C1281573,Entire bladder
4596,,,,,,,,,C0041967,Urethra
4596,,,,,,,,,C0022646,Kidney
4598,C0042029,Urinary tract infection,,,,,,,,
4598,,,,,C1322279,Dilate procedure,,,,
4598,,,,,C0007430,Catheterization,,,,
4598,,,,,,,,,C1281590,Entire head
4598,,,,,,,,,C1281574,Entire urethra
4598,,,,,,,,,C0041967,Urethra
4599,C0041912,Upper Respiratory Infections,,,,,,,,
4599,,,C0221423,Illness (finding),,,,,,
4599,,,C0030193,Pain,,,,,,
4599,,,,,C0184661,Interventional procedure,,,,
4599,,,,,C0002921,Local anesthesia,,,,
4599,,,,,,,,,C0018563,Hand
4599,,,,,,,,,C0005682,Urinary Bladder
4599,,,,,,,,,C0022742,Knee
4599,,,,,,,,,C0016504,Foot
4600,C0033581,prostatitis,,,,,,,,
4600,,,,,,,,,C0033572,Prostate
4603,C0275626,Struck,,,,,,,,
4603,,,C0085624,Burning sensation,,,,,,
4603,,,C0030193,Pain,,,,,,
4603,,,C0677500,Stinging Sensation,,,,,,
4603,,,C0234255,Night pain,,,,,,
4603,,,,,C0194794,Prostatotomy by transurethral approach,,,,
4603,,,,,C0600080,Stretching exercises,,,,
4603,,,,,C0152054,Therapeutic tactile stimulation,,,,
4603,,,,,,,,,C0030851,penis
4603,,,,,,,,,C0005682,Urinary Bladder
4603,,,,,,,,,C0041967,Urethra
4608,C0423086,Staring,,,,,,,,
4608,,,C0221423,Illness (finding),,,,,,
4608,,,C0018681,Headache,,,,,,
4608,,,C0344232,Blurred vision,,,,,,
4612,C0020538,Hypertensive disease,,,,,,,,
4612,,,,,,,,,C1281590,Entire head
4612,,,,,,,,,C0022359,Jaw
4615,C0040997,Trigeminal Neuralgia,,,,,,,,
4616,C0002170,Alopecia,,,,,,,,
4616,,,C0015230,Exanthema,,,,,,
4616,,,,,,,,,C0018494,Hair
4618,C0149931,Migraine Disorders,,,,,,,,
4618,,,C0557875,Tired,,,,,,
4618,,,C0015230,Exanthema,,,,,,
4618,,,C0683369,Clouded consciousness,,,,,,
4618,,,,,C0152060,Transection (procedure),,,,
4618,,,,,,,,,C0015392,Eye
4618,,,,,,,,,C0018494,Hair
4620,C0149931,Migraine Disorders,,,,,,,,
4623,C1969653,MUNGAN SYNDROME,,,,,,,,
4623,,,,,,,,,C0018494,Hair
4626,C0149931,Migraine Disorders,,,,,,,,
4626,,,C0221512,Stomach ache,,,,,,
4626,,,,,,,,,C0021853,Intestines
4627,C0002170,Alopecia,,,,,,,,
4627,,,,,,,,,C1278997,Entire scalp
4627,,,,,,,,,C0018494,Hair
4631,C0149931,Migraine Disorders,,,,,,,,
4631,,,C0795701,Neck cramps,,,,,,
4631,,,,,,,,,C1281592,Entire neck
4632,C3280240,MICROCEPHALY| EPILEPSY| AND DIABETES SYNDROME,,,,,,,,
4632,,,C0036572,Seizures,,,,,,
4632,,,C0027497,Nausea,,,,,,
4632,,,C0015672,Fatigue,,,,,,
4635,C0342895,Fish-Eye Disease,,,,,,,,
4635,,,,,C0394664,Acupuncture procedure,,,,
4636,C0040997,Trigeminal Neuralgia,,,,,,,,
4636,,,C0018681,Headache,,,,,,
4636,,,,,C0002766,Pain management,,,,
4636,,,,,,,,,C1283707,Occipital nerve
4636,,,,,,,,,C1280541,Entire nerve
4637,C0011432,Dentin Sensitivity,,,,,,,,
4637,,,C0027796,Neuralgia,,,,,,
4637,,,C0278146,Shooting pain,,,,,,
4637,,,C0234238,Ache,,,,,,
4637,,,C2242996,Has tingling sensation,,,,,,
4637,,,C0040460,Toothache,,,,,,
4637,,,C0030193,Pain,,,,,,
4637,,,C0455270,Sharp pain,,,,,,
4637,,,,,,,,,C1281562,Entire tooth
4637,,,,,,,,,C0226993,Tooth Crowns
4637,,,,,,,,,C1279153,Entire cheek
4637,,,,,,,,,C0022359,Jaw
4637,,,,,,,,,C1186763,Stem of Organ
4638,C0040997,Trigeminal Neuralgia,,,,,,,,
4639,C0040997,Trigeminal Neuralgia,,,,,,,,
4639,,,C0030193,Pain,,,,,,
4639,,,,,C0339897,Transjugular intrahepatic portosystemic shunt procedure,,,,
4639,,,,,,,,,C1281590,Entire head
4639,,,,,,,,,C1281591,Entire face
4640,C0040997,Trigeminal Neuralgia,,,,,,,,
4640,,,C0037763,Spasm,,,,,,
4640,,,C0040460,Toothache,,,,,,
4640,,,C0030193,Pain,,,,,,
4640,,,C0040822,Tremor,,,,,,
4640,,,,,C0011331,Dental Procedures,,,,
4640,,,,,C3687832,DRUGS,,,,
4640,,,,,C0040461,Toothbrushing,,,,
4640,,,,,C0850168,Laser treatment,,,,
4640,,,,,C0184958,Toilet procedure,,,,
4640,,,,,C0087111,Therapeutic procedure,,,,
4640,,,,,,,,,C0017562,Gingiva
4640,,,,,,,,,C1280389,Entire lower lip
4640,,,,,,,,,C1280541,Entire nerve
4640,,,,,,,,,C0005847,Blood Vessel
4640,,,,,,,,,C0040426,Tooth structure
4640,,,,,,,,,C1281591,Entire face
4641,C0040997,Trigeminal Neuralgia,,,,,,,,
4641,,,C0085624,Burning sensation,,,,,,
4641,,,C3714552,Weakness,,,,,,
4641,,,C0030193,Pain,,,,,,
4641,,,C0455270,Sharp pain,,,,,,
4641,,,C0220870,Lightheadedness,,,,,,
4641,,,C0234233,Sore to touch,,,,,,
4641,,,,,C0152054,Therapeutic tactile stimulation,,,,
4641,,,,,,,,,C1281590,Entire head
4641,,,,,,,,,C0018563,Hand
4641,,,,,,,,,C0005682,Urinary Bladder
4641,,,,,,,,,C0006104,Brain
4641,,,,,,,,,C0023759,Lip structure
4641,,,,,,,,,C0040426,Tooth structure
4641,,,,,,,,,C0423866,Lanugo
4641,,,,,,,,,C1281591,Entire face
4641,,,,,,,,,C0521421,Entire ear
4642,C0040997,Trigeminal Neuralgia,,,,,,,,
4642,,,C0037088,Signs and Symptoms,,,,,,
4642,,,C0030193,Pain,,,,,,
4642,,,,,C1328580,Microvascular Decompression,,,,
4642,,,,,C0600080,Stretching exercises,,,,
4642,,,,,C1533685,Injection procedure,,,,
4642,,,,,C0565514,Compression procedure,,,,
4642,,,,,C0087111,Therapeutic procedure,,,,
4642,,,,,C0086330,Gamma Knife Radiosurgery,,,,
4642,,,,,C0394664,Acupuncture procedure,,,,
4642,,,,,,,,,C1281590,Entire head
4642,,,,,,,,,C1550306,Supra Cervical
4642,,,,,,,,,C1281592,Entire neck
4643,C1395831,pressure area,,,,,,,,
4643,,,C0085635,Photopsia,,,,,,
4643,,,C0030193,Pain,,,,,,
4643,,,C0040822,Tremor,,,,,,
4643,,,,,C0040461,Toothbrushing,,,,
4643,,,,,C0455941,Vibration - treatment,,,,
4643,,,,,,,,,C0006104,Brain
4643,,,,,,,,,C1281592,Entire neck
4644,C0040997,Trigeminal Neuralgia,,,,,,,,
4644,,,C0023222,Pain in lower limb,,,,,,
4644,,,C0018681,Headache,,,,,,
4644,,,C0030193,Pain,,,,,,
4644,,,,,C0451615,Pain relief,,,,
4644,,,,,C0339897,Transjugular intrahepatic portosystemic shunt procedure,,,,
4644,,,,,C0040808,Treatment Protocols,,,,
4644,,,,,C0038842,Supervision (regime/therapy),,,,
4644,,,,,C0152054,Therapeutic tactile stimulation,,,,
4644,,,,,,,,,C1279605,Entire right lower leg
4644,,,,,,,,,C1281590,Entire head
4644,,,,,,,,,C1280202,Entire eye
4644,,,,,,,,,C0040426,Tooth structure
4644,,,,,,,,,C1281591,Entire face
4644,,,,,,,,,C0521421,Entire ear
4644,,,,,,,,,C0028429,Nose
4644,,,,,,,,,C0262950,Skeletal bone
4645,C0040997,Trigeminal Neuralgia,,,,,,,,
4645,,,C0423732,After pains,,,,,,
4645,,,C0030193,Pain,,,,,,
4645,,,,,C0087111,Therapeutic procedure,,,,
4645,,,,,C0086330,Gamma Knife Radiosurgery,,,,
4645,,,,,,,,,C1281591,Entire face
4646,C0040997,Trigeminal Neuralgia,,,,,,,,
4646,,,,,,,C0984514,Carbamazepine 200 MG,,
4647,C0040997,Trigeminal Neuralgia,,,,,,,,
4647,,,C0016204,Flatulence,,,,,,
4647,,,C0030193,Pain,,,,,,
4647,,,C0455270,Sharp pain,,,,,,
4647,,,C0683369,Clouded consciousness,,,,,,
4647,,,,,C0152060,Transection (procedure),,,,
4647,,,,,C0338248,carmustine/cytarabine/etoposide/melphalan regimen,,,,
4647,,,,,C0085203,Radiosurgery,,,,
4647,,,,,C0195775,Operation on brain,,,,
4647,,,,,C1514710,High-LET Radiotherapy,,,,
4647,,,,,C0683525,treatment options,,,,
4647,,,,,C1522449,Therapeutic radiology procedure,,,,
4647,,,,,C0087111,Therapeutic procedure,,,,
4647,,,,,,,,,C0040996,Trigeminal nerve structure
4647,,,,,,,,,C0037303,Bone structure of cranium
4647,,,,,,,,,C1280541,Entire nerve
4647,,,,,,,,,C1281584,Entire finger
4647,,,,,,,,,C0040426,Tooth structure
4647,,,,,,,,,C0005847,Blood Vessel
4647,,,,,,,,,C1281591,Entire face
4647,,,,,,,,,C0022359,Jaw
4647,,,,,,,,,C0423866,Lanugo
4648,C0040997,Trigeminal Neuralgia,,,,,,,,
4648,,,C0042963,Vomiting,,,,,,
4648,,,C3714552,Weakness,,,,,,
4648,,,C0232431,Cold sweat,,,,,,
4648,,,C0030193,Pain,,,,,,
4648,,,,,C0087111,Therapeutic procedure,,,,
4649,C0040997,Trigeminal Neuralgia,,,,,,,,
4649,,,C0036572,Seizures,,,,,,
4649,,,C0028643,Numbness,,,,,,
4649,,,C0015468,Facial Pain,,,,,,
4649,,,C0030193,Pain,,,,,,
4649,,,C0040822,Tremor,,,,,,
4649,,,,,C0451615,Pain relief,,,,
4649,,,,,C0195775,Operation on brain,,,,
4649,,,,,C1519433,Special Diet Therapy,,,,
4649,,,,,C0376530,Decompression| Surgical,,,,
4649,,,,,,,,,C1281590,Entire head
4649,,,,,,,,,C1269048,Entire temporomandibular joint
4649,,,,,,,,,C1299162,Lip part
4649,,,,,,,,,C1268115,Tongue part
4649,,,,,,,,,C0023759,Lip structure
4649,,,,,,,,,C0040426,Tooth structure
4649,,,,,,,,,C0022359,Jaw
4649,,,,,,,,,C0521421,Entire ear
4650,C0040997,Trigeminal Neuralgia,,,,,,,,
4650,,,C0557875,Tired,,,,,,
4650,,,C0037763,Spasm,,,,,,
4650,,,C0231218,Malaise,,,,,,
4650,,,C0039070,Syncope,,,,,,
4650,,,C0030193,Pain,,,,,,
4650,,,C0455270,Sharp pain,,,,,,
4650,,,C0683369,Clouded consciousness,,,,,,
4650,,,,,C0035849,Root Canal Therapy,,,,
4650,,,,,,,,,C1281590,Entire head
4650,,,,,,,,,C1269048,Entire temporomandibular joint
4650,,,,,,,,,C0040426,Tooth structure
4651,C0040997,Trigeminal Neuralgia,,,,,,,,
4651,,,,,C0451615,Pain relief,,,,
4652,C3160718,PARKINSON DISEASE| LATE-ONSET,,,,,,,,
4652,,,C0030193,Pain,,,,,,
4653,C0040997,Trigeminal Neuralgia,,,,,,,,
4653,,,C0221423,Illness (finding),,,,,,
4653,,,C0858722,Facial twitching,,,,,,
4653,,,C0030193,Pain,,,,,,
4653,,,,,,,,,C1281583,Entire hand
4653,,,,,,,,,C1279153,Entire cheek
4653,,,,,,,,,C0022359,Jaw
4654,C0006430,Burning Mouth Syndrome,,,,,,,,
4654,,,C0028643,Numbness,,,,,,
4654,,,C0015468,Facial Pain,,,,,,
4654,,,C2242996,Has tingling sensation,,,,,,
4654,,,C0030193,Pain,,,,,,
4654,,,,,C0191957,Operation on oral cavity,,,,
4654,,,,,,,,,C0037303,Bone structure of cranium
4654,,,,,,,,,C0017562,Gingiva
4654,,,,,,,,,C1278911,Entire lip
4654,,,,,,,,,C0040408,Tongue
4654,,,,,,,,,C1280541,Entire nerve
4654,,,,,,,,,C0521421,Entire ear
4654,,,,,,,,,C1281591,Entire face
4655,C0040997,Trigeminal Neuralgia,,,,,,,,
4655,,,C0030193,Pain,,,,,,
4655,,,,,,,,,C1281590,Entire head
4656,C0040997,Trigeminal Neuralgia,,,,,,,,
4656,,,,,C1522704,Exercise Pain Management,,,,
4656,,,,,,,,,C1281590,Entire head
4657,C0040997,Trigeminal Neuralgia,,,,,,,,
4658,C0040997,Trigeminal Neuralgia,,,,,,,,
4659,C0040997,Trigeminal Neuralgia,,,,,,,,
4659,,,C0234238,Ache,,,,,,
4659,,,C0015468,Facial Pain,,,,,,
4659,,,C0392678,Swallowing problem,,,,,,
4659,,,C0557875,Tired,,,,,,
4659,,,C0426601,Swallowing symptoms,,,,,,
4659,,,C0312422,Blackout - symptom,,,,,,
4659,,,C0278144,Dull pain,,,,,,
4659,,,C0017672,Glossalgia,,,,,,
4659,,,C0085624,Burning sensation,,,,,,
4659,,,C0241426,Burning tongue,,,,,,
4659,,,C0030193,Pain,,,,,,
4659,,,C0027796,Neuralgia,,,,,,
4659,,,C0439814,Prickling sensation,,,,,,
4659,,,C0178310,signs and symptoms of ill-defined conditions,,,,,,
4659,,,C0027497,Nausea,,,,,,
4659,,,C2242996,Has tingling sensation,,,,,,
4659,,,C0040460,Toothache,,,,,,
4659,,,C0234230,Pain| Burning,,,,,,
4659,,,C0010200,Coughing,,,,,,
4659,,,C0013456,Earache,,,,,,
4659,,,,,C0035849,Root Canal Therapy,,,,
4659,,,,,C0184661,Interventional procedure,,,,
4659,,,,,C0152054,Therapeutic tactile stimulation,,,,
4659,,,,,,,,,C0925963,Left cheek
4659,,,,,,,,,C0227034,Maxillary right first molar tooth
4659,,,,,,,,,C0017679,Glossopharyngeal nerve structure
4659,,,,,,,,,C0040996,Trigeminal nerve structure
4659,,,,,,,,,C0226958,Root of tongue
4659,,,,,,,,,C0040408,Tongue
4659,,,,,,,,,C0010268,Cranial Nerves
4659,,,,,,,,,C0040426,Tooth structure
4659,,,,,,,,,C0006104,Brain
4659,,,,,,,,,C0022359,Jaw
4659,,,,,,,,,C1281591,Entire face
4659,,,,,,,,,C0003842,Arteries
4660,C0012634,Disease,,,,,,,,
4660,,,C0154729,Atypical facial pain,,,,,,
4660,,,C0028643,Numbness,,,,,,
4660,,,C2242996,Has tingling sensation,,,,,,
4660,,,C0040460,Toothache,,,,,,
4660,,,C0030193,Pain,,,,,,
4660,,,,,,,,,C0022359,Jaw
4660,,,,,,,,,C1281592,Entire neck
4661,C0040997,Trigeminal Neuralgia,,,,,,,,
4661,,,C0030193,Pain,,,,,,
4661,,,C0302539,spells (neurological symptom),,,,,,
4661,,,,,C0195775,Operation on brain,,,,
4661,,,,,C0024875,Massage,,,,
4661,,,,,C0394664,Acupuncture procedure,,,,
4662,C0040997,Trigeminal Neuralgia,,,,,,,,
4663,C0040997,Trigeminal Neuralgia,,,,,,,,
4663,,,C0015468,Facial Pain,,,,,,
4663,,,C2242996,Has tingling sensation,,,,,,
4663,,,C0030193,Pain,,,,,,
4663,,,,,C0011331,Dental Procedures,,,,
4663,,,,,,,,,C1281590,Entire head
4663,,,,,,,,,C0017562,Gingiva
4663,,,,,,,,,C1288949,Entire left hand
4663,,,,,,,,,C0040426,Tooth structure
4664,C0040997,Trigeminal Neuralgia,,,,,,,,
4664,,,C0030193,Pain,,,,,,
4665,C0040997,Trigeminal Neuralgia,,,,,,,,
4665,,,C0019559,Hip pain,,,,,,
4665,,,C0030193,Pain,,,,,,
4665,,,,,C0152054,Therapeutic tactile stimulation,,,,
4665,,,,,C0002766,Pain management,,,,
4665,,,,,C0087111,Therapeutic procedure,,,,
4665,,,,,,,,,C1281590,Entire head
4665,,,,,,,,,C0017562,Gingiva
4665,,,,,,,,,C1280541,Entire nerve
4665,,,,,,,,,C0040426,Tooth structure
4665,,,,,,,,,C0023759,Lip structure
4665,,,,,,,,,C0521421,Entire ear
4666,C0040997,Trigeminal Neuralgia,,,,,,,,
4666,,,C0015230,Exanthema,,,,,,
4666,,,C0030193,Pain,,,,,,
4666,,,,,,,,,C1281590,Entire head
4666,,,,,,,,,C0042366,Vasa Nervorum
4666,,,,,,,,,C1280541,Entire nerve
4666,,,,,,,,,C0006104,Brain
4667,C0040997,Trigeminal Neuralgia,,,,,,,,
4667,,,C0030193,Pain,,,,,,
4668,C0040997,Trigeminal Neuralgia,,,,,,,,
4668,,,C0030193,Pain,,,,,,
4668,,,,,C0557061,Discussion (procedure),,,,
4668,,,,,,,,,C0018563,Hand
4669,C0035258,Restless Legs Syndrome,,,,,,,,
4669,,,C0404484,Chronic pelvic pain of female,,,,,,
4669,,,,,C0557061,Discussion (procedure),,,,
4669,,,,,C0679614,cold turkey,,,,
4677,C3495919,Enthesitis-Related Arthritis,,,,,,,,
4677,,,C0221423,Illness (finding),,,,,,
4677,,,,,C0332293,Treated with,,,,
4677,,,,,C0204558,Group reassurance,,,,
4677,,,,,C0087111,Therapeutic procedure,,,,
4677,,,,,C0282402,Hormone replacement therapy,,,,
4680,C0022893,Labyrinthitis,,,,,,,,
4680,,,C0034880,Hyperacusis,,,,,,
4680,,,C0039070,Syncope,,,,,,
4683,C0030517,Parathyroid Diseases,,,,,,,,
4684,C0030517,Parathyroid Diseases,,,,,,,,
4684,,,C0557875,Tired,,,,,,
4684,,,,,C0203610,Teleradiotherapy with iodine-125,,,,
4684,,,,,C0193788,Total thyroidectomy (procedure),,,,
4684,,,,,,,,,C0040132,Thyroid Gland
4685,C0030517,Parathyroid Diseases,,,,,,,,
4686,C0030517,Parathyroid Diseases,,,,,,,,
4686,,,C0003862,Arthralgia,,,,,,
4686,,,C0162298,Joint stiffness,,,,,,
4686,,,C0151786,Muscle Weakness,,,,,,
4686,,,C0427008,Stiffness,,,,,,
4686,,,C0030193,Pain,,,,,,
4686,,,C0023218,Leg cramps,,,,,,
4686,,,,,,,,,C0584895,Posterior muscle of thigh structure
4686,,,,,,,,,C0022742,Knee
4687,C0017168,Gastroesophageal reflux disease,,,,,,,,
4687,,,C0018834,Heartburn,,,,,,
4687,,,C0231218,Malaise,,,,,,
4687,,,C0497406,Overweight,,,,,,
4687,,,C0242429,Sore Throat,,,,,,
4687,,,C0010200,Coughing,,,,,,
4687,,,C0235234,Pharyngeal dryness,,,,,,
4687,,,,,C0152060,Transection (procedure),,,,
4687,,,,,,,,,C0008913,Bone structure of clavicle
4687,,,,,,,,,C3686743,Pharyngeal area structure
4687,,,,,,,,,C0040578,Trachea
4687,,,,,,,,,C0040132,Thyroid Gland
4687,,,,,,,,,C0023078,Larynx
4687,,,,,,,,,C0018563,Hand
4687,,,,,,,,,C1280698,Entire throat (surface region of neck)
4687,,,,,,,,,C1281592,Entire neck
4688,C0018213,Graves Disease,,,,,,,,
4688,,,C0008031,Chest Pain,,,,,,
4688,,,C0741585,BODY ACHE,,,,,,
4688,,,C0151827,Eye pain,,,,,,
4688,,,C0018681,Headache,,,,,,
4688,,,C3714552,Weakness,,,,,,
4688,,,C0151786,Muscle Weakness,,,,,,
4688,,,C0150841,muscle pain or weakness,,,,,,
4688,,,C0234255,Night pain,,,,,,
4688,,,,,C1562466,Muscle energy technique,,,,
4688,,,,,C0850893,stop medication,,,,
4688,,,,,,,,,C0040132,Thyroid Gland
4689,C0030517,Parathyroid Diseases,,,,,,,,
4689,,,C0221512,Stomach ache,,,,,,
4689,,,C0015672,Fatigue,,,,,,
4689,,,C0018681,Headache,,,,,,
4689,,,C3714552,Weakness,,,,,,
4689,,,,,C0242297,Dietary Supplementation,,,,
4689,,,,,,,,,C0022742,Knee
4690,C0030517,Parathyroid Diseases,,,,,,,,
4690,,,,,C0184661,Interventional procedure,,,,
4690,,,,,,,,,C0040132,Thyroid Gland
4690,,,,,,,,,C0016504,Foot
4691,C0030517,Parathyroid Diseases,,,,,,,,
4691,,,,,C0193804,Thyroid isthmectomy,,,,
4691,,,,,,,,,C1280541,Entire nerve
4691,,,,,,,,,C0229985,Surgical margins
4692,C0030517,Parathyroid Diseases,,,,,,,,
4693,C0030517,Parathyroid Diseases,,,,,,,,
4693,,,C0009806,Constipation,,,,,,
4693,,,C0027497,Nausea,,,,,,
4693,,,C0040822,Tremor,,,,,,
4693,,,,,C3272275,Urgent Procedure,,,,
4693,,,,,,,,,C1269612,Entire upper arm
4694,C0031350,Pharyngitis,,,,,,,,
4694,,,C0242429,Sore Throat,,,,,,
4694,,,C0426484,Throat symptom,,,,,,
4694,,,C0010200,Coughing,,,,,,
4694,,,C0019825,Hoarseness,,,,,,
4694,,,,,C1293134,Enlargement procedure,,,,
4694,,,,,,,,,C0040132,Thyroid Gland
4694,,,,,,,,,C0031354,Pharyngeal structure
4695,C0030517,Parathyroid Diseases,,,,,,,,
4695,,,,,,,,,C0040132,Thyroid Gland
4695,,,,,,,,,C0228505,Nodulus cerebelli
4696,C0030517,Parathyroid Diseases,,,,,,,,
4696,,,C0278148,Throbbing pain,,,,,,
4696,,,C0042963,Vomiting,,,,,,
4696,,,C0557875,Tired,,,,,,
4696,,,C0231218,Malaise,,,,,,
4696,,,C0018681,Headache,,,,,,
4696,,,C0030193,Pain,,,,,,
4696,,,C0392674,Exhaustion,,,,,,
4696,,,C0221423,Illness (finding),,,,,,
4696,,,C0007859,Neck Pain,,,,,,
4696,,,C0009806,Constipation,,,,,,
4696,,,C3714552,Weakness,,,,,,
4696,,,C0848290,sick to stomach,,,,,,
4696,,,C0010200,Coughing,,,,,,
4696,,,C0023380,Lethargy,,,,,,
4696,,,,,C0008320,Cholecystectomy procedure,,,,
4696,,,,,C0020699,Hysterectomy,,,,
4696,,,,,C0557061,Discussion (procedure),,,,
4696,,,,,,,,,C0040132,Thyroid Gland
4696,,,,,,,,,C0931671,Thyroid lymph node
4696,,,,,,,,,C0746922,Anatomic Node
4696,,,,,,,,,C1280698,Entire throat (surface region of neck)
4696,,,,,,,,,C0015392,Eye
4696,,,,,,,,,C0040408,Tongue
4696,,,,,,,,,C1269000,Entire appendix
4696,,,,,,,,,C0038351,Stomach
4696,,,,,,,,,C0006104,Brain
