Source,Destination,Weight
C0221232,C0231617,1.0
C0221232,C0741585,1.0
C0221232,C0013404,1.0
C0221232,C0683369,1.0
C0221232,C0003862,1.0
C0221232,C0600142,1.0
C0221232,C0242429,1.0
C0221232,C0234230,1.0
C0221232,C1517205,1.0
C0221232,C0010200,1.0
C0221232,C0016382,2.0
C0221232,C0232292,1.0
C0270996,C0037088,1.0
C0270996,C0085624,1.0
C0270996,C0018520,1.0
C0270996,C1517205,1.0
C0270996,C0037763,1.0
C0270996,C0677500,1.0
C0270996,C0239511,1.0
C0270996,C2203300,1.0
C0270996,C0574002,1.0
C0270996,C0235267,1.0
C0015230,C3714552,9.0
C0015230,C0028084,7.0
C0015230,C0151908,5.0
C0015230,C0848332,4.0
C0015230,C0220870,2.0
C0015230,C0518214,1.0
C0015230,C0857057,3.0
C0015230,C0036572,11.0
C0015230,C0008031,1.0
C0015230,C0795691,2.0
C0015230,C0231617,9.0
C0015230,C0040822,6.0
C0015230,C0235004,1.0
C0015230,C0027769,2.0
C0015230,C0235309,1.0
C0015230,C0011991,3.0
C0015230,C0741585,4.0
C0015230,C0013404,6.0
C0015230,C0037088,3.0
C0015230,C0026821,1.0
C0015230,C0085593,1.0
C0015230,C0917801,1.0
C0015230,C0683369,7.0
C0015230,C0086132,1.0
C0015230,C0278141,1.0
C0015230,C0085624,16.0
C0015230,C0577573,1.0
C0015230,C0004604,3.0
C0015230,C0000737,3.0
C0015230,C0032781,1.0
C0015230,C0085602,1.0
C0015230,C0003862,7.0
C0015230,C0520963,1.0
C0015230,C3257803,1.0
C0015230,C0235234,2.0
C0015230,C0401149,1.0
C0015230,C0600142,2.0
C0015230,C0344232,2.0
C0015230,C0028081,1.0
C0015230,C0023380,1.0
C0015230,C1260880,1.0
C0015230,C0016512,1.0
C0015230,C1446787,1.0
C0015230,C0023222,2.0
C0015230,C0007859,1.0
C0015230,C0242429,7.0
C0015230,C0877491,1.0
C0015230,C0849852,1.0
C0015230,C0234230,2.0
C0015230,C0596601,2.0
C0015230,C0849759,1.0
C0015230,C0014724,2.0
C0015230,C0748706,3.0
C0015230,C1321898,1.0
C0015230,C0302539,1.0
C0015230,C1517205,3.0
C0015230,C0010200,2.0
C0015230,C0438716,1.0
C0015230,C0039591,1.0
C0015230,C0677500,5.0
C0015230,C0016382,2.0
C0015230,C0277961,1.0
C0015230,C0241039,1.0
C0015230,C0278145,1.0
C0015230,C0423736,1.0
C0015230,C0018834,2.0
C0015230,C0232292,3.0
C0015230,C0043144,1.0
C0015230,C0024902,1.0
C0015230,C1321587,1.0
C0015230,C0235108,1.0
C0015230,C0151786,2.0
C0015230,C0439053,1.0
C0015230,C0239377,4.0
C0015230,C0849850,2.0
C0015230,C0425449,1.0
C0015230,C2957106,2.0
C0015230,C0030794,1.0
C0015230,C0019559,1.0
C0015230,C0240211,2.0
C0015230,C0946092,1.0
C0015230,C0085631,1.0
C0015230,C0425481,1.0
C0015230,C0085636,1.0
C0015230,C0005904,1.0
C0015230,C0877716,2.0
C0015230,C0162298,1.0
C0015230,C0423673,1.0
C0015230,C0151315,1.0
C0015230,C0015468,1.0
C0015230,C0278146,2.0
C0015230,C0221170,2.0
C0015230,C0581334,1.0
C0015230,C0231217,1.0
C0015230,C0278139,1.0
C0015230,C0564821,1.0
C0015230,C0240327,1.0
C0015230,C0239833,1.0
C0015230,C0235239,1.0
C0015230,C0812426,2.0
C0015230,C0857072,1.0
C0015230,C0848283,2.0
C0015230,C0151827,1.0
C0015230,C0858708,1.0
C0015230,C0085635,1.0
C0015230,C0850674,1.0
C0015230,C0241057,1.0
C0015230,C0240007,1.0
C0015230,C0152031,1.0
C0015230,C0231780,1.0
C0015230,C0087169,1.0
C0015230,C0850630,1.0
C0015230,C0858666,1.0
C0015230,C0439814,2.0
C0015230,C0578454,1.0
C0015230,C0015644,2.0
C0015230,C0235267,1.0
C0015230,C0221776,1.0
C0015230,C0239836,1.0
C0015230,C0847550,1.0
C0015230,C0027066,1.0
C0015230,C0009269,1.0
C0015230,C0849370,1.0
C0015230,C0423669,1.0
C0015230,C0740396,1.0
C0015230,C0877462,1.0
C0015230,C0847554,1.0
C0015230,C0746683,1.0
C0015230,C0232861,1.0
C0015230,C0239435,1.0
C0015230,C0240941,1.0
C0015230,C0850758,1.0
C0015230,C0019079,1.0
C0015230,C0858709,1.0
C0015230,C0743229,1.0
C0015230,C0240564,1.0
C0015230,C3670794,1.0
C3714552,C0028084,9.0
C3714552,C0151908,2.0
C3714552,C0848332,1.0
C3714552,C0220870,6.0
C3714552,C0518214,3.0
C3714552,C0239313,1.0
C3714552,C0036572,8.0
C3714552,C0008031,6.0
C3714552,C0795691,8.0
C3714552,C0231617,7.0
C3714552,C0040822,18.0
C3714552,C0235004,4.0
C3714552,C0679309,1.0
C3714552,C0027769,2.0
C3714552,C0011991,7.0
C3714552,C0741585,5.0
C3714552,C0848168,2.0
C3714552,C0013404,12.0
C3714552,C0037088,4.0
C3714552,C0026821,10.0
C3714552,C0036396,3.0
C3714552,C0085593,7.0
C3714552,C0917801,4.0
C3714552,C0683369,8.0
C3714552,C0458118,1.0
C3714552,C0278141,1.0
C3714552,C0085624,14.0
C3714552,C0542476,1.0
C3714552,C0037011,3.0
C3714552,C0577573,2.0
C3714552,C0004604,12.0
C3714552,C0241705,1.0
C3714552,C0857516,2.0
C3714552,C0000737,5.0
C3714552,C0003862,5.0
C3714552,C0850045,1.0
C3714552,C0234369,4.0
C3714552,C0235240,3.0
C3714552,C0042571,8.0
C3714552,C0600142,4.0
C3714552,C0344232,11.0
C3714552,C0028081,2.0
C3714552,C0027424,1.0
C3714552,C0522251,1.0
C3714552,C0848633,2.0
C3714552,C0232471,4.0
C3714552,C0023380,5.0
C3714552,C0700590,1.0
C3714552,C1260880,1.0
C3714552,C0150055,1.0
C3714552,C0016512,1.0
C3714552,C0235129,2.0
C3714552,C0231749,1.0
C3714552,C1446787,2.0
C3714552,C0023222,6.0
C3714552,C0007859,7.0
C3714552,C0242429,4.0
C3714552,C0751295,1.0
C3714552,C1397014,2.0
C3714552,C0024031,2.0
C3714552,C0234230,3.0
C3714552,C0596601,2.0
C3714552,C1443924,1.0
C3714552,C0748706,4.0
C3714552,C1321898,1.0
C3714552,C0302539,4.0
C3714552,C0344375,2.0
C3714552,C0426623,1.0
C3714552,C1517205,3.0
C3714552,C0010200,10.0
C3714552,C0037763,7.0
C3714552,C0392171,3.0
C3714552,C0677500,3.0
C3714552,C0016382,6.0
C3714552,C0857245,1.0
C3714552,C0241039,2.0
C3714552,C0312414,1.0
C3714552,C0278145,1.0
C3714552,C0013395,1.0
C3714552,C0018834,2.0
C3714552,C0232292,1.0
C3714552,C0043144,3.0
C3714552,C0849959,1.0
C3714552,C1321587,4.0
C3714552,C0016204,3.0
C3714552,C0281856,3.0
C3714552,C0235108,6.0
C3714552,C0151786,5.0
C3714552,C0427055,1.0
C3714552,C0234362,1.0
C3714552,C0848290,1.0
C3714552,C0239377,4.0
C3714552,C0948094,1.0
C3714552,C0425449,1.0
C3714552,C0232487,1.0
C3714552,C2957106,1.0
C3714552,C0238740,1.0
C3714552,C3257980,1.0
C3714552,C0558489,2.0
C3714552,C0857030,1.0
C3714552,C0549343,1.0
C3714552,C0858665,1.0
C3714552,C0423571,1.0
C3714552,C0235710,1.0
C3714552,C0564820,1.0
C3714552,C0019559,1.0
C3714552,C0085631,3.0
C3714552,C0278007,1.0
C3714552,C0221785,2.0
C3714552,C0233844,1.0
C3714552,C0221758,1.0
C3714552,C0427008,4.0
C3714552,C0151315,1.0
C3714552,C0015468,1.0
C3714552,C0278146,2.0
C3714552,C0700153,1.0
C3714552,C0221170,4.0
C3714552,C0241898,1.0
C3714552,C0233488,1.0
C3714552,C0564823,1.0
C3714552,C0239649,3.0
C3714552,C0231217,2.0
C3714552,C0549248,1.0
C3714552,C0241374,1.0
C3714552,C0231710,1.0
C3714552,C0278139,1.0
C3714552,C0564821,1.0
C3714552,C0857031,1.0
C3714552,C0563278,1.0
C3714552,C0741426,2.0
C3714552,C0312422,1.0
C3714552,C0581879,2.0
C3714552,C0240327,1.0
C3714552,C0239833,1.0
C3714552,C0030552,1.0
C3714552,C0234255,1.0
C3714552,C0235239,1.0
C3714552,C0812426,2.0
C3714552,C0011124,1.0
C3714552,C0848283,1.0
C3714552,C0151827,2.0
C3714552,C0234250,1.0
C3714552,C0424489,1.0
C3714552,C0239783,1.0
C3714552,C0427149,1.0
C3714552,C3640011,1.0
C3714552,C0857051,1.0
C3714552,C0085635,1.0
C3714552,C0231780,1.0
C3714552,C0037317,2.0
C3714552,C0231655,2.0
C3714552,C0476288,1.0
C3714552,C0848241,1.0
C3714552,C0850630,1.0
C3714552,C0439814,1.0
C3714552,C0857126,1.0
C3714552,C0749874,1.0
C3714552,C0857233,1.0
C3714552,C0424790,1.0
C3714552,C0578454,2.0
C3714552,C0015644,3.0
C3714552,C0235267,1.0
C3714552,C0849970,2.0
C3714552,C0235150,3.0
C3714552,C0159028,2.0
C3714552,C3665346,1.0
C3714552,C0522365,1.0
C3714552,C0239836,1.0
C3714552,C0476270,1.0
C3714552,C0423636,1.0
C3714552,C0426484,1.0
C3714552,C0232602,1.0
C3714552,C1704276,1.0
C3714552,C0231753,1.0
C3714552,C2169806,1.0
C3714552,C0026838,2.0
C3714552,C0423006,1.0
C3714552,C0231811,1.0
C3714552,C0559687,1.0
C3714552,C0858722,1.0
C3714552,C0751144,1.0
C3714552,C0578050,1.0
C3714552,C0426359,1.0
C3714552,C0152029,1.0
C3714552,C0422833,1.0
C3714552,C0586407,1.0
C3714552,C0241165,1.0
C3714552,C0234373,1.0
C3714552,C0150841,1.0
C3714552,C0564822,1.0
C3714552,C0751725,1.0
C3714552,C0332601,1.0
C3714552,C0877487,1.0
C3714552,C0850758,1.0
C3714552,C0019079,1.0
C3714552,C0240564,1.0
C3714552,C0857062,1.0
C3714552,C0234532,1.0
C3714552,C1836296,1.0
C3714552,C0948775,1.0
C3714552,C0030201,1.0
C0028084,C0151908,2.0
C0028084,C0036572,3.0
C0028084,C0008031,2.0
C0028084,C0231617,3.0
C0028084,C0040822,3.0
C0028084,C0679309,1.0
C0028084,C0011991,1.0
C0028084,C0741585,3.0
C0028084,C0037088,4.0
C0028084,C0221100,1.0
C0028084,C0085593,2.0
C0028084,C0917801,3.0
C0028084,C0683369,2.0
C0028084,C0278141,1.0
C0028084,C0085624,1.0
C0028084,C0004604,2.0
C0028084,C0003862,1.0
C0028084,C0234369,2.0
C0028084,C0600142,1.0
C0028084,C0028081,2.0
C0028084,C1260880,1.0
C0028084,C0150055,1.0
C0028084,C0231749,1.0
C0028084,C0007859,1.0
C0028084,C0242429,1.0
C0028084,C0596601,2.0
C0028084,C0302539,1.0
C0028084,C0344375,1.0
C0028084,C0010200,2.0
C0028084,C0677500,1.0
C0028084,C0016382,2.0
C0028084,C0278145,2.0
C0028084,C0235108,1.0
C0028084,C0151786,2.0
C0028084,C0948094,1.0
C0028084,C2957106,1.0
C0028084,C0238740,1.0
C0028084,C0238995,1.0
C0028084,C0235710,1.0
C0028084,C0085636,1.0
C0028084,C0234255,1.0
C0028084,C0235239,1.0
C0028084,C0812426,1.0
C0028084,C0848283,1.0
C0028084,C0241057,1.0
C0028084,C0231780,1.0
C0028084,C0037317,2.0
C0028084,C0033778,1.0
C0028084,C0578454,1.0
C0028084,C0849970,1.0
C0028084,C0578046,1.0
C0028084,C0847550,1.0
C0028084,C0013428,1.0
C0028084,C0332601,1.0
C0028084,C0009193,1.0
C0028084,C0948775,1.0
C0151908,C0231617,1.0
C0151908,C0040822,1.0
C0151908,C0679309,1.0
C0151908,C0011991,1.0
C0151908,C0683369,1.0
C0151908,C0085624,2.0
C0151908,C0542476,2.0
C0151908,C0004604,1.0
C0151908,C0003862,2.0
C0151908,C0600142,1.0
C0151908,C0028081,2.0
C0151908,C0242429,1.0
C0151908,C0024031,1.0
C0151908,C0234230,1.0
C0151908,C3839047,1.0
C0151908,C0302539,1.0
C0151908,C1517205,1.0
C0151908,C0392171,1.0
C0151908,C0677500,1.0
C0151908,C0016382,2.0
C0151908,C0005874,1.0
C0151908,C0857245,1.0
C0151908,C0278145,1.0
C0151908,C0235108,1.0
C0151908,C0151786,1.0
C0151908,C0575090,1.0
C0151908,C0427008,1.0
C0151908,C0239833,2.0
C0151908,C0152031,1.0
C0151908,C0037317,1.0
C0151908,C0877495,1.0
C0151908,C0009269,1.0
C0151908,C0017672,1.0
C0151908,C0564822,1.0
C0151908,C0332601,1.0
C0151908,C3670794,1.0
C0848332,C0220870,1.0
C0848332,C0344232,1.0
C0848332,C0277961,1.0
C0848332,C0151827,1.0
C0848332,C0847550,1.0
C0220870,C0239313,1.0
C0220870,C0036572,5.0
C0220870,C0008031,3.0
C0220870,C0231617,2.0
C0220870,C0040822,4.0
C0220870,C0235004,3.0
C0220870,C0027769,1.0
C0220870,C0235309,2.0
C0220870,C0011991,2.0
C0220870,C0741585,1.0
C0220870,C0848168,1.0
C0220870,C0013404,3.0
C0220870,C0037088,1.0
C0220870,C0085593,2.0
C0220870,C0683369,2.0
C0220870,C0085624,2.0
C0220870,C0542476,1.0
C0220870,C0037011,1.0
C0220870,C0004604,4.0
C0220870,C0032781,1.0
C0220870,C0003862,2.0
C0220870,C0234369,1.0
C0220870,C0042571,1.0
C0220870,C0600142,1.0
C0220870,C0344232,2.0
C0220870,C0848633,1.0
C0220870,C1260880,1.0
C0220870,C0235129,1.0
C0220870,C0007859,2.0
C0220870,C0596601,1.0
C0220870,C0014724,2.0
C0220870,C0748706,2.0
C0220870,C0302539,3.0
C0220870,C0010200,4.0
C0220870,C0016382,3.0
C0220870,C0312414,1.0
C0220870,C0013395,1.0
C0220870,C0018834,1.0
C0220870,C0849959,1.0
C0220870,C0024902,1.0
C0220870,C1321587,2.0
C0220870,C0016204,2.0
C0220870,C0151786,1.0
C0220870,C0439053,1.0
C0220870,C0425449,1.0
C0220870,C0085631,1.0
C0220870,C0085636,1.0
C0220870,C0221758,1.0
C0220870,C0427008,1.0
C0220870,C0151315,1.0
C0220870,C0015468,1.0
C0220870,C0278146,1.0
C0220870,C0221170,1.0
C0220870,C0241898,1.0
C0220870,C0455770,1.0
C0220870,C0312422,2.0
C0220870,C0234254,1.0
C0220870,C0581879,1.0
C0220870,C2203300,1.0
C0220870,C0034642,1.0
C0220870,C0857126,1.0
C0220870,C0749874,1.0
C0220870,C0857233,2.0
C0220870,C3665346,1.0
C0220870,C0858898,1.0
C0220870,C0232602,1.0
C0220870,C0877487,1.0
C0220870,C0019079,1.0
C0220870,C0522179,1.0
C0220870,C0235218,1.0
C0220870,C0549209,1.0
C0220870,C0848717,1.0
C0220870,C0235160,1.0
C0220870,C0030201,1.0
C0518214,C0036572,1.0
C0518214,C0008031,1.0
C0518214,C0231617,2.0
C0518214,C0027769,1.0
C0518214,C0011991,2.0
C0518214,C0848168,1.0
C0518214,C0013404,1.0
C0518214,C0037088,1.0
C0518214,C0683369,3.0
C0518214,C0278141,1.0
C0518214,C0085624,1.0
C0518214,C0577573,1.0
C0518214,C0004604,2.0
C0518214,C0003862,2.0
C0518214,C0344232,1.0
C0518214,C0027424,1.0
C0518214,C0150055,1.0
C0518214,C0234230,1.0
C0518214,C1517205,1.0
C0518214,C0010200,1.0
C0518214,C0037763,1.0
C0518214,C0241039,1.0
C0518214,C1321587,2.0
C0518214,C0016204,1.0
C0518214,C0085636,1.0
C0518214,C0241898,1.0
C0518214,C0233488,1.0
C0518214,C1306878,1.0
C0518214,C3665346,1.0
C0518214,C0740903,1.0
C0518214,C2370950,1.0
C0518214,C2830454,1.0
C0857057,C0013404,1.0
C0857057,C0085624,2.0
C0857057,C0010200,1.0
C0857057,C0043144,1.0
C0857057,C0240327,1.0
C0857057,C0023218,1.0
C0857057,C0743229,1.0
C0849640,C0239313,1.0
C0849640,C0036572,1.0
C0849640,C0235309,1.0
C0239313,C0036572,1.0
C0239313,C0231617,1.0
C0239313,C0235004,1.0
C0239313,C0011991,1.0
C0239313,C0741585,1.0
C0239313,C0013404,2.0
C0239313,C0085593,1.0
C0239313,C0917801,1.0
C0239313,C0848633,1.0
C0239313,C1260880,1.0
C0239313,C0010200,1.0
C0239313,C0018834,2.0
C0239313,C0232292,1.0
C0239313,C1321587,1.0
C0239313,C0085631,1.0
C0239313,C0015468,1.0
C0239313,C0857126,1.0
C0239313,C0749874,1.0
C0239313,C0857233,1.0
C0036572,C0240194,1.0
C0036572,C0008031,2.0
C0036572,C0795691,4.0
C0036572,C0231617,2.0
C0036572,C0040822,13.0
C0036572,C0235004,3.0
C0036572,C0679309,1.0
C0036572,C0027769,1.0
C0036572,C0235309,6.0
C0036572,C0011991,3.0
C0036572,C0741585,1.0
C0036572,C0848168,1.0
C0036572,C0013404,10.0
C0036572,C0037088,3.0
C0036572,C0026821,2.0
C0036572,C0036396,1.0
C0036572,C0085593,1.0
C0036572,C0917801,3.0
C0036572,C0683369,5.0
C0036572,C0086132,1.0
C0036572,C0278141,2.0
C0036572,C0085624,4.0
C0036572,C0542476,1.0
C0036572,C0037011,2.0
C0036572,C0577573,4.0
C0036572,C0004604,4.0
C0036572,C0032781,2.0
C0036572,C0401149,1.0
C0036572,C0234369,1.0
C0036572,C0042571,2.0
C0036572,C0344232,3.0
C0036572,C0848633,1.0
C0036572,C0023380,3.0
C0036572,C1260880,1.0
C0036572,C0150055,2.0
C0036572,C0016512,2.0
C0036572,C1446787,1.0
C0036572,C0023222,1.0
C0036572,C0235031,1.0
C0036572,C0751295,1.0
C0036572,C0024031,1.0
C0036572,C0596601,2.0
C0036572,C0014724,1.0
C0036572,C0302539,1.0
C0036572,C0010200,6.0
C0036572,C0037763,2.0
C0036572,C0677500,2.0
C0036572,C0016382,1.0
C0036572,C0312414,2.0
C0036572,C0018834,3.0
C0036572,C0232292,1.0
C0036572,C0043144,2.0
C0036572,C0744318,1.0
C0036572,C0849959,2.0
C0036572,C0024902,2.0
C0036572,C1321587,2.0
C0036572,C0016204,3.0
C0036572,C0151786,2.0
C0036572,C0851121,1.0
C0036572,C0849850,1.0
C0036572,C0948094,2.0
C0036572,C0425449,4.0
C0036572,C2957106,2.0
C0036572,C0558489,2.0
C0036572,C0564820,1.0
C0036572,C0030794,1.0
C0036572,C0019559,1.0
C0036572,C1282310,1.0
C0036572,C0149738,1.0
C0036572,C0946092,1.0
C0036572,C0085631,1.0
C0036572,C0085636,1.0
C0036572,C0221758,1.0
C0036572,C0427008,1.0
C0036572,C0541828,1.0
C0036572,C0151315,1.0
C0036572,C0015468,2.0
C0036572,C0278146,1.0
C0036572,C0700153,1.0
C0036572,C0221170,2.0
C0036572,C0233488,2.0
C0036572,C0549248,1.0
C0036572,C0278139,1.0
C0036572,C0030196,1.0
C0036572,C0312422,1.0
C0036572,C0149651,1.0
C0036572,C0239886,1.0
C0036572,C0235239,1.0
C0036572,C0812426,2.0
C0036572,C0425485,1.0
C0036572,C0151827,1.0
C0036572,C0858708,1.0
C0036572,C0423693,1.0
C0036572,C0857051,1.0
C0036572,C0085635,1.0
C0036572,C1384493,1.0
C0036572,C0231780,1.0
C0036572,C0087169,2.0
C0036572,C0037317,1.0
C0036572,C0848241,1.0
C0036572,C0850149,1.0
C0036572,C0857126,1.0
C0036572,C0749874,1.0
C0036572,C0857233,1.0
C0036572,C0015644,1.0
C0036572,C0235267,1.0
C0036572,C0423621,1.0
C0036572,C0562483,1.0
C0036572,C0232602,1.0
C0036572,C1704276,1.0
C0036572,C0848724,1.0
C0036572,C0231811,2.0
C0036572,C0027796,1.0
C0036572,C0847554,1.0
C0036572,C0241902,1.0
C0036572,C0341742,1.0
C0036572,C0026837,1.0
C0036572,C0232517,1.0
C0036572,C0751495,1.0
C0036572,C0424068,1.0
C0036572,C0019079,1.0
C0036572,C0240564,1.0
C0036572,C0948775,1.0
C0240194,C0013404,1.0
C0240194,C0085624,1.0
C0008031,C0795691,1.0
C0008031,C0040822,1.0
C0008031,C0235004,1.0
C0008031,C0679309,2.0
C0008031,C0027769,2.0
C0008031,C0011991,3.0
C0008031,C0741585,2.0
C0008031,C0848168,1.0
C0008031,C0013404,7.0
C0008031,C0037088,3.0
C0008031,C0026821,2.0
C0008031,C0085593,1.0
C0008031,C0085624,1.0
C0008031,C0004604,6.0
C0008031,C0234369,1.0
C0008031,C0235240,1.0
C0008031,C0042571,1.0
C0008031,C0600142,1.0
C0008031,C0344232,2.0
C0008031,C0522251,1.0
C0008031,C0235129,2.0
C0008031,C1446787,1.0
C0008031,C0007859,1.0
C0008031,C0242429,4.0
C0008031,C0596601,2.0
C0008031,C1443924,1.0
C0008031,C0014724,4.0
C0008031,C0748706,1.0
C0008031,C1321898,1.0
C0008031,C2004489,1.0
C0008031,C0302539,2.0
C0008031,C0344375,2.0
C0008031,C0010200,5.0
C0008031,C0438716,2.0
C0008031,C0234229,1.0
C0008031,C0241039,1.0
C0008031,C0278145,1.0
C0008031,C0013395,1.0
C0008031,C0018834,5.0
C0008031,C0232292,1.0
C0008031,C0024902,7.0
C0008031,C1321587,3.0
C0008031,C0016204,1.0
C0008031,C0235108,1.0
C0008031,C0151786,2.0
C0008031,C0574068,2.0
C0008031,C0239377,2.0
C0008031,C2957106,1.0
C0008031,C0238740,1.0
C0008031,C0238995,1.0
C0008031,C0235710,2.0
C0008031,C0564820,1.0
C0008031,C0221758,1.0
C0008031,C0427008,1.0
C0008031,C0278146,2.0
C0008031,C0700153,1.0
C0008031,C0221170,1.0
C0008031,C0232289,1.0
C0008031,C0234254,1.0
C0008031,C0240327,1.0
C0008031,C0234255,2.0
C0008031,C0235239,1.0
C0008031,C0151827,1.0
C0008031,C0087169,1.0
C0008031,C0848241,1.0
C0008031,C0850630,1.0
C0008031,C0857233,1.0
C0008031,C0015644,1.0
C0008031,C0476270,1.0
C0008031,C0019825,1.0
C0008031,C0740396,1.0
C0008031,C0877462,1.0
C0008031,C0847554,1.0
C0008031,C0150841,1.0
C0008031,C0700184,1.0
C0008031,C0858277,1.0
C0008031,C0497293,1.0
C0008031,C0235160,1.0
C0008031,C0085619,1.0
C0795691,C0235004,1.0
C0795691,C0027769,1.0
C0795691,C0013404,3.0
C0795691,C0085624,3.0
C0795691,C0000737,1.0
C0795691,C0003862,1.0
C0795691,C0042571,2.0
C0795691,C0023380,2.0
C0795691,C0007859,1.0
C0795691,C0596601,2.0
C0795691,C0010200,1.0
C0795691,C0043144,1.0
C0795691,C0425449,1.0
C0795691,C0564820,1.0
C0795691,C0221758,1.0
C0795691,C0427008,1.0
C0795691,C0541828,1.0
C0795691,C0151315,1.0
C0795691,C0232289,1.0
C0795691,C0235239,1.0
C0795691,C0235267,1.0
C0795691,C0019079,1.0
C0795691,C0240564,1.0
C0795691,C0005858,1.0
C0231617,C0040822,6.0
C0231617,C0235004,1.0
C0231617,C0027769,2.0
C0231617,C0235309,1.0
C0231617,C0011991,3.0
C0231617,C0741585,2.0
C0231617,C0013404,2.0
C0231617,C0037088,3.0
C0231617,C0026821,1.0
C0231617,C0085593,2.0
C0231617,C0917801,1.0
C0231617,C0683369,1.0
C0231617,C0085624,2.0
C0231617,C0542476,1.0
C0231617,C0037011,3.0
C0231617,C0577573,2.0
C0231617,C0004604,3.0
C0231617,C0000737,1.0
C0231617,C0032781,1.0
C0231617,C0003862,3.0
C0231617,C0234369,1.0
C0231617,C0600142,1.0
C0231617,C0028081,1.0
C0231617,C0027424,1.0
C0231617,C0848633,1.0
C0231617,C0023380,3.0
C0231617,C1260880,1.0
C0231617,C0040460,1.0
C0231617,C0242429,4.0
C0231617,C1397014,1.0
C0231617,C0024031,2.0
C0231617,C0234230,1.0
C0231617,C0014724,1.0
C0231617,C1517205,2.0
C0231617,C0010200,8.0
C0231617,C0016382,1.0
C0231617,C0278145,1.0
C0231617,C0018834,2.0
C0231617,C0232292,1.0
C0231617,C0043144,1.0
C0231617,C0016204,2.0
C0231617,C0235108,1.0
C0231617,C0151786,1.0
C0231617,C0239377,1.0
C0231617,C2957106,1.0
C0231617,C0238740,2.0
C0231617,C3257980,1.0
C0231617,C0235710,1.0
C0231617,C0019559,2.0
C0231617,C1282310,1.0
C0231617,C0085636,1.0
C0231617,C0427008,1.0
C0231617,C0015468,2.0
C0231617,C0700153,1.0
C0231617,C0221170,2.0
C0231617,C0006625,2.0
C0231617,C0741426,1.0
C0231617,C1377828,1.0
C0231617,C0423693,1.0
C0231617,C0239783,1.0
C0231617,C0427149,1.0
C0231617,C0476227,1.0
C0231617,C0027498,2.0
C0231617,C0231780,1.0
C0231617,C0037317,1.0
C0231617,C0850630,1.0
C0231617,C0850149,1.0
C0231617,C0857126,1.0
C0231617,C0749874,1.0
C0231617,C0857233,1.0
C0231617,C0424790,1.0
C0231617,C0848464,1.0
C0231617,C2032351,1.0
C0231617,C0740903,1.0
C0231617,C2370950,1.0
C0231617,C0241229,1.0
C0231617,C0847554,1.0
C0231617,C0406671,1.0
C0231617,C0332601,1.0
C0231617,C0555975,1.0
C0231617,C0581297,1.0
C0231617,C0037090,1.0
C0040822,C0235004,1.0
C0040822,C0027769,3.0
C0040822,C0235309,2.0
C0040822,C0011991,5.0
C0040822,C0741585,3.0
C0040822,C0013404,4.0
C0040822,C0037088,5.0
C0040822,C0026821,6.0
C0040822,C0036396,1.0
C0040822,C0085593,4.0
C0040822,C0917801,3.0
C0040822,C0683369,4.0
C0040822,C0278141,2.0
C0040822,C0085624,8.0
C0040822,C0542476,2.0
C0040822,C0577573,2.0
C0040822,C0004604,5.0
C0040822,C0857516,1.0
C0040822,C0000737,2.0
C0040822,C0003862,5.0
C0040822,C0401149,1.0
C0040822,C0234369,6.0
C0040822,C0042571,1.0
C0040822,C0344232,3.0
C0040822,C0028081,2.0
C0040822,C0027424,1.0
C0040822,C0232471,1.0
C0040822,C0023380,2.0
C0040822,C0150055,3.0
C0040822,C0235129,1.0
C0040822,C0023222,3.0
C0040822,C0040460,1.0
C0040822,C0007859,2.0
C0040822,C0242429,4.0
C0040822,C0235031,2.0
C0040822,C1397014,1.0
C0040822,C0024031,3.0
C0040822,C0234230,2.0
C0040822,C0596601,3.0
C0040822,C1443924,1.0
C0040822,C0748706,3.0
C0040822,C1321898,1.0
C0040822,C0520962,1.0
C0040822,C0302539,2.0
C0040822,C0344375,1.0
C0040822,C1517205,2.0
C0040822,C0010200,7.0
C0040822,C0037763,7.0
C0040822,C2364135,1.0
C0040822,C0392171,2.0
C0040822,C0677500,1.0
C0040822,C0241745,1.0
C0040822,C0016382,3.0
C0040822,C0857245,1.0
C0040822,C0278145,3.0
C0040822,C0013395,1.0
C0040822,C0018834,3.0
C0040822,C0043144,1.0
C0040822,C0849959,1.0
C0040822,C1321587,2.0
C0040822,C0016204,1.0
C0040822,C0151786,1.0
C0040822,C0848290,1.0
C0040822,C0239377,3.0
C0040822,C0425449,1.0
C0040822,C2957106,1.0
C0040822,C0238740,2.0
C0040822,C0235710,1.0
C0040822,C0232492,1.0
C0040822,C0238552,1.0
C0040822,C0019559,1.0
C0040822,C0085631,3.0
C0040822,C0085636,1.0
C0040822,C0151315,1.0
C0040822,C0015468,1.0
C0040822,C0278146,1.0
C0040822,C0221170,1.0
C0040822,C0006625,2.0
C0040822,C0564823,1.0
C0040822,C0231217,1.0
C0040822,C0241374,1.0
C0040822,C0231710,1.0
C0040822,C0741426,1.0
C0040822,C0312422,1.0
C0040822,C0240327,1.0
C0040822,C0239833,1.0
C0040822,C0235239,1.0
C0040822,C0848283,1.0
C0040822,C0427086,3.0
C0040822,C2364111,1.0
C0040822,C1377828,1.0
C0040822,C0857051,1.0
C0040822,C0085635,2.0
C0040822,C0235283,1.0
C0040822,C0034642,1.0
C0040822,C0850674,1.0
C0040822,C0476227,1.0
